AccountId,Name,BillingStreet,BillingCity,BillingState,BillingCountry,Sic,Industry,AnnualRevenue,NumberOfEmployees,ValgenDev__cfMappLatitude__c,ValgenDev__cfMappLongitude__c,test
0013u000012KXdqAAG,Community Support Service Inc,9075 COMPRINT CT,GAITHERSBURG,MD,USA,,,616000,,39.12026978,-77.18419647
0016A00000pf9KEQAY,CLARK PAVEMENT MARKING INC.,1096 INVESTMENT BLVD,APEX,NC,USA,,16 - Heavy Construction Except Building,4500000,50,35.72610092,-78.83049774
0016A00000pf9KFQAY,"BRINLEY'S GRADING SERVICE, INC.",3611 CESSNA DR,GARNER,NC,USA,,17 - Special Trade Contractors,278000,2,35.73078918,-78.57205963
0016A00000pf9KGQAY,CAROLINAS HEALTH CARE SYSTEM,9332 S TRYON ST,CHARLOTTE,NC,USA,,80 - Health Services,3074000,35,35.13182831,-80.94107056
0016A00000pf9KHQAY,CARVER & SONS ROOFING,914 DR MARTIN LUTHER KING JR WAY,GASTONIA,NC,USA,,17 - Special Trade Contractors,4500000,35,35.2627182,-81.15014648
0016A00000pf9KIQAY,COATS LAWN SVC. INC.,360 JOHNSON ESTATE RD,CLAYTON,NC,USA,,07 - Agricultural Services,4294000,45,35.62747955,-78.51278687
0016A00000pf9KJQAY,BIRD DOG TRAFFIC CONTROL,1906 W FRONT ST,STATESVILLE,NC,USA,,16 - Heavy Construction Except Building,1935000,50,35.78730011,-80.91876984
0016A00000pf9KKQAY,C & T DURHAM TRUCKING CO. INC.,3720 WILLIAMS DAIRY RD,GREENSBORO,NC,USA,,42 - TRUCKING AND WAREHOUSING,1488000,24,36.01004028,-79.71362305
0016A00000pf9KLQAY,CAROLINA EAST LANDSCAPING INC.,1957 IVY RD,GREENVILLE,NC,USA,,07 - Agricultural Services,290000,5,35.49871826,-77.33615112
0016A00000pf9KMQAY,BRADSHER & SON SEPTIC TNK. CLNG.,5409 N NC HIGHWAY 119,BURLINGTON,NC,USA,,17 - Special Trade Contractors,813000,10,36.19271851,-79.38332367
0016A00000pf9KNQAY,CLONINGER'S INC.,136 FENCE POST RD,BESSEMER CITY,NC,USA,,16 - Heavy Construction Except Building,2810000,32,35.31547928,-81.23742676
0016A00000pf9KOQAY,BOWEN HEATING AIR & REFRIG. INC.,1120 TYNER RD,WILLIAMSTON,NC,USA,,17 - Special Trade Contractors,2256000,12,35.82743835,-77.09792328
0016A00000pf9KPQAY,XTREME SERVICES INC.,3906 HICKORY GROVE RD,MT HOLLY,NC,USA,,16 - Heavy Construction Except Building,2266000,10,35.30498886,-81.07872009
0016A00000pf9KQQAY,CONNECT CABLE CONTRACTORS INC.,105 PLEASANT POINT DR,HICKORY,NC,USA,,48 - Communication,38000,3,35.79919052,-81.32804871
0016A00000pf9KRQAY,CHOATE CONSTRUCTION,2907 PROVIDENCE RD STE 400,CHARLOTTE,NC,USA,,15 - General Building Contractors,5000000,35,35.17126083,-80.80802155
0016A00000pf9KSQAY,BUCHANAN ROOFING & GUTTERING,806 LILLINGTON HWY,SPRING LAKE,NC,USA,,17 - Special Trade Contractors,3328000,37,35.17610931,-78.96813202
0016A00000pf9KTQAY,BUILDERS FIRSTSOURCE,1135 ROBESON ST,FAYETTEVILLE,NC,USA,,52 - Building Materials & Hardware,83400000,375,35.04016876,-78.90381622
0016A00000pf9KUQAY,"C & L CONCRETE WORKS, INC.",210 US HIGHWAY 158 E,CAMDEN,NC,USA,,16 - Heavy Construction Except Building,3750000,34,36.33850098,-76.16168976
0016A00000pf9KVQAY,COASTAL DISTRIBUTION CONTRS.,2069 KINSTON HWY,RICHLANDS,NC,USA,,16 - Heavy Construction Except Building,1236000,5,34.94895935,-77.61183929
0016A00000pf9KWQAY,COMFORT MASTER INC.,221 W VANCE ST,ZEBULON,NC,USA,,17 - Special Trade Contractors,270000,3,35.82004166,-78.31503296
0016A00000pf9KXQAY,CLC SERVICES INC.,1955 FEDERAL RD,BENSON,NC,USA,,17 - Special Trade Contractors,39000,3,35.4520607,-78.52905273
0016A00000pf9KYQAY,CAMPBELL CONSTRUCTION,485 SHADY BANKS RD,WASHINGTON,NC,USA,,15 - General Building Contractors,454000,2,35.49559021,-76.98821259
0016A00000pf9KZQAY,CITY ELECTRIC SUPPLY,1500 E CLUB BLVD STE B,DURHAM,NC,USA,,52 - Building Materials & Hardware,2937000,14,36.0272789,-78.87008667
0016A00000pf9KaQAI,CHRISTOPHER BRYAN CO. INC.,12030 WESTHALL DR,CHARLOTTE,NC,USA,,17 - Special Trade Contractors,3570000,21,35.12934875,-80.98529816
0016A00000pf9KbQAI,CONTACT ELECTRIC LLC,2933 S MIAMI BLVD STE 120,DURHAM,NC,USA,,17 - Special Trade Contractors,3661000,30,35.9264183,-78.84536743
0016A00000pf9KcQAI,WILSON TRUCKING CO.,5865 US HIGHWAY 301 S,HOPE MILLS,NC,USA,,42 - TRUCKING AND WAREHOUSING,4006000,35,34.92630005,-78.91149139
0016A00000pf9KdQAI,BUILDERS FIRSTSOURCE,332 HAYWOOD RD,ASHEVILLE,NC,USA,,52 - Building Materials & Hardware,492000,3,35.57765961,-82.57691956
0016A00000pf9KeQAI,BIG JOHN'S ELECTRIC CO.,1305 HALLTOWN RD,JACKSONVILLE,NC,USA,,17 - Special Trade Contractors,3156000,20,34.79557037,-77.34352112
0016A00000pf9KfQAI,C E GANDEE INC.,6300 LIMOUSINE DR STE 110,RALEIGH,NC,USA,,17 - Special Trade Contractors,4100000,25,35.90087128,-78.75898743
0016A00000pf9KgQAI,BURLESON PLUMBING & HEATING CO.,141 HIGHLAND AVE,SPRUCE PINE,NC,USA,,17 - Special Trade Contractors,5375000,41,35.91493988,-82.07302856
0016A00000pf9KhQAI,COLONIAL MATERIALS INC.,6211 HUNT RD,PLEASANT GARDEN,NC,USA,,52 - Building Materials & Hardware,8058000,37,35.95634079,-79.76287842
0016A00000pf9KiQAI,"CAROLINA GRADING & UTILITIES, INC.",3677 NC HIGHWAY 88 W,WARRENSVILLE,NC,USA,,16 - Heavy Construction Except Building,1698000,15,36.46955109,-81.56252289
0016A00000pf9KjQAI,BODA PLUMBING INC.,1909 TOWER INDUSTRIAL DR,MONROE,NC,USA,,17 - Special Trade Contractors,4189000,37,35.03379822,-80.62596893
0016A00000pf9KkQAI,ADVANCED DOOR AUTOMATION INC.,4122 BENNETT MEMORIAL RD STE 304,DURHAM,NC,USA,,52 - Building Materials & Hardware,2322000,9,36.03059006,-78.96440125
0016A00000pf9KlQAI,"BROWN INDUSTRIES, INC.",1400 INDUSTRIAL DR,MATTHEWS,NC,USA,,17 - Special Trade Contractors,160000,2,35.12955093,-80.72762299
0016A00000pf9KmQAI,BETTER CABLE SYSTEMS INC.,1230 N MAIN ST,ROXBORO,NC,USA,,16 - Heavy Construction Except Building,1367000,25,36.41822052,-78.96897888
0016A00000pf9KnQAI,ADVANCED APPLIANCE SVC.,3907 REYNOLDA RD,WINSTON SALEM,NC,USA,,17 - Special Trade Contractors,1900000,18,36.16498184,-80.33023071
0016A00000pf9KoQAI,BEST SUPPLY INC.,10506 CHAPEL HILL RD,MORRISVILLE,NC,USA,,52 - Building Materials & Hardware,4520000,13,35.84159851,-78.83289337
0016A00000pf9KpQAI,CONTAMINANT CONTROL INC.,3434 BLACK AND DECKER RD,HOPE MILLS,NC,USA,,17 - Special Trade Contractors,1561000,10,35.00220871,-78.91290283
0016A00000pf9KqQAI,CAMPBELL-BROWN INC.,3814 N GRAHAM ST,CHARLOTTE,NC,USA,,50 - Wholesale Trade: Durable Goods,6000000,21,35.26887894,-80.81450653
0016A00000pf9KrQAI,BUILDING CENTER INC.,10201 INDUSTRIAL DR,PINEVILLE,NC,USA,,52 - Building Materials & Hardware,40000000,175,35.09701157,-80.89225006
0016A00000pf9KsQAI,"BLAZE AIR, INC.",2406 FARRINGTON POINT DR,WINSTON SALEM,NC,USA,,17 - Special Trade Contractors,344000,4,36.07247162,-80.18997955
0016A00000pf9KtQAI,ABSOLUTE COMFORT HEATING-CLNG.,205 W MAIN ST,JAMESTOWN,NC,USA,,17 - Special Trade Contractors,2444000,19,35.99229813,-79.93975067
0016A00000pf9KuQAI,ADVANCED DEVELOPMENT CONCEPTS,3335 JASON AVE,CHARLOTTE,NC,USA,,15 - General Building Contractors,933000,5,35.22032928,-80.91754913
0016A00000pf9KvQAI,CENTRAL CONSTRUCTION GROUP,2875 TURKEY HWY,CLINTON,NC,USA,,17 - Special Trade Contractors,2202000,13,34.99293137,-78.26901245
0016A00000pf9KwQAI,CM CONSTRUCTION,6156 EMORY LN,HICKORY,NC,USA,,15 - General Building Contractors,978000,6,35.80197144,-81.23959351
0016A00000pf9KxQAI,COLEMAN ROOFING CO.,234 E MARKET ST,BURLINGTON,NC,USA,,17 - Special Trade Contractors,1290000,15,36.09465027,-79.43454742
0016A00000pf9KyQAI,CHEROKEE MECHANICAL,29 SKILLY LOOP,CHEROKEE,NC,USA,,17 - Special Trade Contractors,512000,3,35.51787186,-83.33419037
0016A00000pf9KzQAI,BELFOR USA GROUP,4800 SIRUS LN STE F,CHARLOTTE,NC,USA,,15 - General Building Contractors,3276000,15,35.19324875,-80.93981934
0016A00000pf9L0QAI,"CAROLINA FIRE CONTROL, INC.",300 MANOR AVE SW,CONCORD,NC,USA,,17 - Special Trade Contractors,349000,75,35.38277054,-80.56994629
0016A00000pf9L1QAI,CHASE CONSTRUCTION INC.,366 HAWK RD,SANFORD,NC,USA,,15 - General Building Contractors,434000,4,35.42930984,-79.26637268
0016A00000pf9L2QAI,CITY OF MONROE,300 W CROWELL ST,MONROE,NC,USA,,15 - General Building Contractors,4720000,59,34.98400879,-80.55123901
0016A00000pf9L3QAI,WOOD HARVEST INC.,2311 STAFFORD STREET EXT,MONROE,NC,USA,,17 - Special Trade Contractors,2965000,20,35.06748962,-80.52706909
0016A00000pf9L4QAI,CAROLINA POOL PLASTERING,511 SCHOLTZ RD,CHARLOTTE,NC,USA,,17 - Special Trade Contractors,3341000,37,35.17171097,-80.88294983
0016A00000pf9L5QAI,CERTIFIED MECHANICAL INC.,206 OLD AMITY HILL RD,CLEVELAND,NC,USA,,17 - Special Trade Contractors,2756000,20,35.75592041,-80.70355225
0016A00000pf9L6QAI,BEST DISPOSAL,1123 ROY LOPP RD,LEXINGTON,NC,USA,,49 - Electric Gas And Sanitary Services,1000000,10,35.82931137,-80.17507172
0016A00000pf9L7QAI,ADVANCE MECHANICAL INC.,824 W STAR ST,GREENVILLE,NC,USA,,17 - Special Trade Contractors,1796000,18,35.56895828,-77.44011688
0016A00000pf9L8QAI,BEST CARTAGE,829 GRAVES ST,KERNERSVILLE,NC,USA,,42 - TRUCKING AND WAREHOUSING,13200000,155,36.11536026,-80.05686188
0016A00000pf9L9QAI,"BITTING ELECTRIC, INC.",508 OLD APEX RD,CARY,NC,USA,,17 - Special Trade Contractors,3000000,25,35.78660965,-78.79078674
0016A00000pf9LAQAY,CACTX SURFACES,4735 KESTER MILL RD,WINSTON SALEM,NC,USA,,16 - Heavy Construction Except Building,4980000,30,36.06943893,-80.34243774
0016A00000pf9LBQAY,CENTRAL CONCRETE OF NORTH,4700 TRADEMARK DR STE 150,RALEIGH,NC,USA,,17 - Special Trade Contractors,278000,3,35.74602127,-78.54647064
0016A00000pf9LCQAY,CLEAR SITE INDUSTRIAL,3931 MORRIS FIELD DR,CHARLOTTE,NC,USA,,17 - Special Trade Contractors,4383000,30,35.22552872,-80.91043854
0016A00000pf9LDQAY,CONDUIT CONSTRUCTORS LLC,11704 REAMES RD,CHARLOTTE,NC,USA,,16 - Heavy Construction Except Building,3095000,20,35.34592819,-80.82704926
0016A00000pf9LEQAY,CAROLINAS HEALTH CARE SYSTEM,1000 BLYTHE BLVD,CHARLOTTE,NC,USA,,80 - Health Services,544000,5,35.20449829,-80.83843231
0016A00000pf9LFQAY,C F M INC.,1820 WILMINGTON HWY,JACKSONVILLE,NC,USA,,17 - Special Trade Contractors,1449000,10,34.73622131,-77.46861267
0016A00000pf9LGQAY,ABATEMENT RESTORATION SPECIALISTS,,,,US,,17 - Special Trade Contractors,2360000,24,42.14730875,-87.94760563
0016A00000pf9LHQAY,COMMERCIAL READY MIX IN,PO BOX 189,WINTON,NC,USA,,42 - TRUCKING AND WAREHOUSING,5555000,35,36.38787079,-76.92569733
0016A00000pf9LIQAY,ADAMS HEATING & AIR CONDITIONING,600 MORRIS ST,CHARLOTTE,NC,USA,,17 - Special Trade Contractors,700000,16,35.22647095,-80.85492706
0016A00000pf9RoQAI,"ABID, SABEEN R",2646 CARRINGTON DR,DUNDEE,IL,USA,,80 - Health Services,39000,1,42.09720993,-88.31820679
